Suburb,Rooms,Price,Date,Bedroom2,Bathroom,BuildingArea,YearBuilt,Regionname
Elwood,3,1911000,4/3/2017,3,1,,1900,Southern Metropolitan
Elwood,2,790000,4/6/2016,2,1,85,1940,Southern Metropolitan
Elwood,2,550000,6/8/2016,2,1,68,1960,Southern Metropolitan
Elwood,1,357000,7/5/2016,1,1,50,1965,Southern Metropolitan
Elwood,2,685000,7/5/2016,2,1,,,Southern Metropolitan
Elwood,2,1210000,7/11/2016,2,1,92,1890,Southern Metropolitan
Elwood,2,825000,7/11/2016,2,1,86,1930,Southern Metropolitan
Elwood,3,1050000,7/11/2016,3,1,138,1920,Southern Metropolitan
Elwood,2,632000,7/11/2016,2,1,54,1970,Southern Metropolitan
Elwood,2,582500,8/10/2016,2,1,,,Southern Metropolitan
Elwood,1,485000,8/10/2016,1,1,43,1970,Southern Metropolitan
Elwood,2,660000,8/10/2016,2,2,,,Southern Metropolitan
Elwood,2,575000,8/10/2016,2,1,57,1950,Southern Metropolitan
Elwood,2,590000,10/9/2016,2,1,77,1970,Southern Metropolitan
Elwood,3,1238000,11/2/2017,3,2,119,1996,Southern Metropolitan
Elwood,2,640000,11/2/2017,2,1,,,Southern Metropolitan
Elwood,2,510000,11/3/2017,2,1,62,1950,Southern Metropolitan
Elwood,2,717000,12/6/2016,2,1,,1950,Southern Metropolitan
Elwood,4,1875000,12/11/2016,4,2,173,1910,Southern Metropolitan
Elwood,2,1180000,12/11/2016,2,1,,,Southern Metropolitan
Elwood,3,780000,12/11/2016,3,1,100,1960,Southern Metropolitan
Elwood,3,878500,12/11/2016,3,2,122,2002,Southern Metropolitan
Elwood,3,3572000,12/11/2016,4,2,207,1915,Southern Metropolitan
Elwood,2,1015000,13/08/2016,2,1,,2003,Southern Metropolitan
Elwood,3,940000,14/05/2016,3,1,,,Southern Metropolitan
Elwood,2,630000,15/10/2016,2,1,,1960,Southern Metropolitan
Elwood,3,1700000,16/04/2016,3,2,,1910,Southern Metropolitan
Elwood,2,686000,16/04/2016,2,1,,1970,Southern Metropolitan
Elwood,2,560000,16/04/2016,2,1,70,1930,Southern Metropolitan
Elwood,2,765000,16/04/2016,2,1,88,1940,Southern Metropolitan
Elwood,2,670000,16/07/2016,2,2,84,1970,Southern Metropolitan
Elwood,3,1625000,17/09/2016,3,2,133,1950,Southern Metropolitan
Elwood,2,1122000,17/09/2016,2,2,104,1923,Southern Metropolitan
Elwood,2,559000,17/09/2016,2,1,,1960,Southern Metropolitan
Elwood,1,369000,18/03/2017,1,1,,1970,Southern Metropolitan
Elwood,2,525500,18/03/2017,2,1,,,Southern Metropolitan
Elwood,4,2400000,18/06/2016,4,2,185,1920,Southern Metropolitan
Elwood,2,655000,18/06/2016,2,1,70,1965,Southern Metropolitan
Elwood,2,684000,19/11/2016,2,1,98,1930,Southern Metropolitan
Elwood,1,451000,19/11/2016,1,1,,1970,Southern Metropolitan
Elwood,2,500000,22/05/2016,2,1,63,1970,Southern Metropolitan
Elwood,2,680000,24/09/2016,2,1,67,1930,Southern Metropolitan
Elwood,2,600000,24/09/2016,2,1,75,1960,Southern Metropolitan
Elwood,1,370000,24/09/2016,1,1,51,1960,Southern Metropolitan
Elwood,2,612000,24/09/2016,2,1,,,Southern Metropolitan
Elwood,3,1561000,25/02/2017,3,2,,,Southern Metropolitan
Elwood,1,390000,25/02/2017,1,1,47,1960,Southern Metropolitan
Elwood,1,313000,25/02/2017,1,1,,,Southern Metropolitan
Elwood,2,630000,25/02/2017,2,1,70,1935,Southern Metropolitan
Elwood,3,1675000,25/02/2017,3,1,,,Southern Metropolitan
Elwood,1,470000,25/02/2017,1,1,,,Southern Metropolitan
Elwood,2,640000,25/02/2017,2,1,80,1940,Southern Metropolitan
Elwood,2,932000,25/02/2017,2,2,110,2012,Southern Metropolitan
Elwood,2,645000,25/02/2017,2,1,75,1975,Southern Metropolitan
Elwood,1,347000,25/02/2017,1,1,37,1970,Southern Metropolitan
Elwood,2,875000,26/07/2016,2,1,83,1930,Southern Metropolitan
Elwood,2,582500,26/07/2016,2,1,65,1970,Southern Metropolitan
Elwood,2,570000,26/07/2016,2,1,50,1940,Southern Metropolitan
Elwood,4,1875000,27/06/2016,3,3,211,2005,Southern Metropolitan
Elwood,1,326000,27/06/2016,1,1,,,Southern Metropolitan
Elwood,1,340000,27/06/2016,1,1,42,1970,Southern Metropolitan
Elwood,4,2200000,27/06/2016,4,3,218,1900,Southern Metropolitan
Elwood,2,687500,27/06/2016,2,1,69,1930,Southern Metropolitan
Elwood,2,680000,27/11/2016,2,1,,1960,Southern Metropolitan
Elwood,2,730000,27/11/2016,2,1,85,1940,Southern Metropolitan
Elwood,2,526000,27/11/2016,2,1,47,1930,Southern Metropolitan
Elwood,3,920000,27/11/2016,3,2,18,2010,Southern Metropolitan
Elwood,3,1830000,28/05/2016,3,2,162,1925,Southern Metropolitan
Elwood,2,572500,28/08/2016,2,2,,1960,Southern Metropolitan
Elwood,3,1925000,28/08/2016,2,1,,1923,Southern Metropolitan
Essendon,3,1425000,3/9/2016,3,2,147,1950,Western Metropolitan
Essendon,2,660000,3/9/2016,2,1,113,1980,Western Metropolitan
Essendon,2,550000,3/9/2016,2,1,83,1980,Western Metropolitan
Essendon,3,980000,3/12/2016,3,1,,,Western Metropolitan
Essendon,3,1295000,3/12/2016,3,1,105,1930,Western Metropolitan
Essendon,4,1900000,3/12/2016,4,1,,,Western Metropolitan
Essendon,2,595000,3/12/2016,2,1,89,1990,Western Metropolitan
Essendon,3,911000,4/2/2016,3,2,98,2008,Western Metropolitan
Essendon,4,900000,4/3/2017,4,2,210,1980,Western Metropolitan
Essendon,2,645000,4/3/2017,2,1,76,1980,Western Metropolitan
Essendon,4,1965000,4/3/2017,4,2,,,Western Metropolitan
Essendon,3,840000,4/3/2017,3,2,,,Western Metropolitan
Essendon,2,702500,4/3/2017,2,1,77,2008,Western Metropolitan
Essendon,3,960000,4/3/2017,3,1,106,1950,Western Metropolitan
Essendon,4,1670000,4/3/2017,4,2,183,1920,Western Metropolitan
Essendon,3,1100000,4/6/2016,3,2,257,1890,Western Metropolitan
Essendon,4,1800000,4/6/2016,3,2,215,1910,Western Metropolitan
Essendon,4,1250000,6/8/2016,3,3,267,2015,Western Metropolitan
Essendon,3,1365000,7/5/2016,3,1,,,Western Metropolitan
Essendon,2,1130000,7/5/2016,2,1,100,1950,Western Metropolitan
Essendon,2,370000,7/11/2016,2,1,55,1975,Western Metropolitan
Essendon,3,1467000,7/11/2016,3,2,171,1900,Western Metropolitan
Essendon,2,1315000,7/11/2016,2,1,,,Western Metropolitan
Essendon,3,2390000,7/11/2016,3,1,,,Western Metropolitan
Essendon,3,1240000,8/10/2016,3,2,,,Western Metropolitan
Essendon,2,456000,8/10/2016,2,1,,,Western Metropolitan
Essendon,5,2800000,8/10/2016,5,4,378,2005,Western Metropolitan
Essendon,1,325000,8/10/2016,1,1,,1975,Western Metropolitan
Essendon,2,521000,10/9/2016,2,1,,1970,Western Metropolitan
Essendon,2,645000,10/9/2016,2,1,,,Western Metropolitan
Essendon,4,1160000,10/9/2016,4,3,217,2015,Western Metropolitan
Essendon,2,445000,10/12/2016,2,1,,,Western Metropolitan
Essendon,6,2620000,10/12/2016,6,4,355,1930,Western Metropolitan
Essendon,3,1226000,10/12/2016,3,1,125,1955,Western Metropolitan
Essendon,3,825000,10/12/2016,3,1,,,Western Metropolitan
Essendon,4,1402000,11/2/2017,4,2,193,1940,Western Metropolitan
Essendon,3,897000,11/2/2017,3,1,,2000,Western Metropolitan
Essendon,3,1240000,11/3/2017,3,1,,,Western Metropolitan
Essendon,3,1990000,12/6/2016,4,2,,,Western Metropolitan
Essendon,3,855000,12/6/2016,3,1,116,1950,Western Metropolitan
Essendon,4,1775000,12/6/2016,3,2,,,Western Metropolitan
Essendon,2,411000,12/11/2016,2,1,,,Western Metropolitan
Essendon,4,1275000,12/11/2016,4,2,160,2008,Western Metropolitan
Essendon,5,1800000,12/11/2016,5,2,,,Western Metropolitan
Essendon,4,1590000,12/11/2016,4,3,272,2007,Western Metropolitan
Essendon,2,606000,12/11/2016,2,1,93,1972,Western Metropolitan
Essendon,3,1385000,12/11/2016,3,2,137,1930,Western Metropolitan
Essendon,3,650000,13/08/2016,3,2,129,1985,Western Metropolitan
Essendon,2,460000,14/05/2016,2,1,72,1960,Western Metropolitan
Essendon,3,1000000,14/05/2016,3,2,224,2013,Western Metropolitan
Essendon,3,980000,14/05/2016,3,1,,,Western Metropolitan
Essendon,2,520000,15/10/2016,2,1,73,1975,Western Metropolitan
Essendon,2,585000,15/10/2016,2,1,,,Western Metropolitan
Essendon,4,1295000,15/10/2016,4,2,,,Western Metropolitan
Essendon,3,720000,15/10/2016,3,1,142,1999,Western Metropolitan
Essendon,2,732500,15/10/2016,2,1,,,Western Metropolitan
Essendon,4,1635000,15/10/2016,4,1,227,1900,Western Metropolitan
Essendon,2,485000,15/10/2016,2,1,73,2010,Western Metropolitan
Essendon,3,980000,15/10/2016,3,1,,,Western Metropolitan
Essendon,3,840000,15/10/2016,3,2,,,Western Metropolitan
Essendon,2,1001000,15/10/2016,2,1,,1915,Western Metropolitan
Essendon,3,891000,15/10/2016,3,2,,,Western Metropolitan
Essendon,2,800000,16/04/2016,2,1,,,Western Metropolitan
Essendon,5,1575000,16/04/2016,5,3,454,1988,Western Metropolitan
Essendon,1,280000,16/04/2016,1,1,49,1960,Western Metropolitan
Essendon,4,1467000,16/04/2016,3,2,145,1920,Western Metropolitan
Essendon,3,770000,16/04/2016,3,1,,,Western Metropolitan
Essendon,2,446000,16/04/2016,2,1,,,Western Metropolitan
Essendon,2,890000,16/04/2016,2,1,108,1950,Western Metropolitan
Essendon,2,870000,16/07/2016,3,1,120,1920,Western Metropolitan
Essendon,4,1500000,16/07/2016,4,2,,,Western Metropolitan
Essendon,3,1266000,16/07/2016,2,1,,,Western Metropolitan
Essendon,3,1134000,17/09/2016,3,1,114,1950,Western Metropolitan
Essendon,5,1756000,17/09/2016,5,2,,,Western Metropolitan
Essendon,1,320500,17/09/2016,1,1,52,1970,Western Metropolitan
Essendon,2,650000,17/09/2016,2,1,,1994,Western Metropolitan
Essendon,2,1065000,17/09/2016,2,1,143,1960,Western Metropolitan
Essendon,2,667000,17/09/2016,2,1,,,Western Metropolitan
Essendon,4,1610000,17/09/2016,4,2,250,2010,Western Metropolitan
Essendon,3,1695000,18/03/2017,3,1,,,Western Metropolitan
Essendon,2,930000,18/03/2017,2,1,107,1990,Western Metropolitan
Essendon,4,1870000,18/03/2017,4,1,,,Western Metropolitan
Essendon,2,395000,18/03/2017,2,1,68,1975,Western Metropolitan
Essendon,4,1726000,18/03/2017,4,2,,,Western Metropolitan
Essendon,3,1050000,18/03/2017,3,1,,,Western Metropolitan
Essendon,3,1470000,18/03/2017,3,1,120,2016,Western Metropolitan
Essendon,3,801500,18/03/2017,3,1,,,Western Metropolitan
Essendon,2,480000,18/03/2017,2,1,,2011,Western Metropolitan
Essendon,3,1475000,18/06/2016,3,1,,1910,Western Metropolitan
Essendon,3,750000,18/06/2016,3,1,145,1997,Western Metropolitan
Essendon,2,390000,18/06/2016,2,1,66,1970,Western Metropolitan
Essendon,2,453000,19/11/2016,2,1,,,Western Metropolitan
Essendon,4,1170000,19/11/2016,4,2,180,2013,Western Metropolitan
Essendon,4,1600000,19/11/2016,4,3,218,1930,Western Metropolitan
Essendon,4,1535000,19/11/2016,4,1,227,1900,Western Metropolitan
Essendon,3,1400000,19/11/2016,3,2,,,Western Metropolitan
Essendon,2,435000,19/11/2016,2,1,66,1970,Western Metropolitan
Essendon,2,457000,22/08/2016,2,1,,,Western Metropolitan
Essendon,3,1460000,22/08/2016,3,2,138,1920,Western Metropolitan
Essendon,2,736000,23/04/2016,2,1,106,1940,Western Metropolitan
Essendon,2,405000,24/09/2016,2,1,,1970,Western Metropolitan
Essendon,2,450000,24/09/2016,2,1,65,1970,Western Metropolitan
Essendon,2,740000,24/09/2016,2,1,104,1988,Western Metropolitan
Essendon,2,691000,25/02/2017,2,1,80,1995,Western Metropolitan
Essendon,2,370000,25/02/2017,2,1,,,Western Metropolitan
Essendon,4,2355000,25/02/2017,4,2,273,1920,Western Metropolitan
Essendon,2,1255000,25/02/2017,2,1,,,Western Metropolitan
Essendon,4,1560000,25/02/2017,4,1,,1950,Western Metropolitan
Essendon,3,1330000,26/07/2016,3,1,,,Western Metropolitan
Essendon,3,1625000,26/07/2016,3,2,165,1938,Western Metropolitan
Essendon,3,1150000,26/07/2016,3,1,145,1900,Western Metropolitan
Essendon,3,1085000,27/06/2016,3,1,,,Western Metropolitan
Essendon,6,1800000,27/06/2016,7,2,,,Western Metropolitan
Essendon,2,360000,27/06/2016,2,1,68,1970,Western Metropolitan
Essendon,2,645000,27/06/2016,2,1,88,1994,Western Metropolitan
Essendon,1,250000,27/06/2016,1,1,125,1970,Western Metropolitan
Essendon,3,1630000,27/11/2016,3,2,,,Western Metropolitan
Essendon,3,850000,27/11/2016,3,2,,,Western Metropolitan
Essendon,3,872000,27/11/2016,3,1,135,1970,Western Metropolitan
Essendon,3,935000,27/11/2016,3,2,,,Western Metropolitan
Essendon,2,630000,27/11/2016,2,1,83,1975,Western Metropolitan
Essendon,2,440000,27/11/2016,2,1,77,1970,Western Metropolitan
Essendon,5,1811000,27/11/2016,5,3,284,1930,Western Metropolitan
Essendon,3,1500000,28/05/2016,3,2,190,1930,Western Metropolitan
Essendon,3,1290000,28/05/2016,3,1,,,Western Metropolitan
Essendon,3,1045000,28/05/2016,3,1,,,Western Metropolitan
Essendon,3,1290000,28/08/2016,3,1,132,1960,Western Metropolitan
Essendon,2,953000,28/08/2016,2,1,,,Western Metropolitan
Essendon,3,1100000,28/08/2016,3,1,700,1915,Western Metropolitan
Essendon,3,820000,28/08/2016,3,1,,,Western Metropolitan
Essendon,4,1270000,28/08/2016,3,2,266,1996,Western Metropolitan
Essendon,3,1445000,28/08/2016,3,2,168,1910,Western Metropolitan
Essendon,4,1113000,28/08/2016,3,1,127,1950,Western Metropolitan
Essendon,2,370000,28/08/2016,2,1,59,1960,Western Metropolitan
Essendon,3,1505000,30/07/2016,3,2,,,Western Metropolitan
Essendon,2,590000,30/07/2016,2,1,,1970,Western Metropolitan
Essendon North,2,396000,3/9/2016,2,1,56,1975,Western Metropolitan
Essendon North,3,1580000,4/6/2016,3,2,,,Western Metropolitan
Essendon North,2,393000,6/8/2016,2,1,,1970,Western Metropolitan
Essendon North,1,260000,10/9/2016,1,1,,,Western Metropolitan
Essendon North,3,1320000,14/05/2016,3,1,,,Western Metropolitan
Essendon North,2,450000,14/05/2016,2,1,59,1960,Western Metropolitan
Essendon North,5,1360000,18/03/2017,5,3,196,1930,Western Metropolitan
Essendon North,2,340000,18/06/2016,2,1,65,1960,Western Metropolitan
Essendon North,3,765000,19/11/2016,3,2,134,2002,Western Metropolitan
Essendon North,4,1605000,22/08/2016,3,2,,1940,Western Metropolitan
Essendon North,3,712000,22/08/2016,3,2,104,2009,Western Metropolitan
Essendon North,3,1425000,25/02/2017,3,2,,,Western Metropolitan
Fairfield,3,1250000,3/9/2016,3,2,144,1910,Northern Metropolitan
Fairfield,3,1350000,3/12/2016,3,1,110,2000,Northern Metropolitan
Fairfield,3,1125000,4/6/2016,2,1,,,Northern Metropolitan
Fairfield,3,1064000,6/8/2016,3,1,,1900,Northern Metropolitan
Fairfield,2,1220000,7/5/2016,2,1,92,1950,Northern Metropolitan
Fairfield,4,1160000,7/5/2016,4,2,145,1890,Northern Metropolitan
Fairfield,2,505000,7/11/2016,2,1,70,1970,Northern Metropolitan
Fairfield,2,602000,7/11/2016,2,1,77,2013,Northern Metropolitan
Fairfield,3,846000,8/10/2016,3,1,107,1990,Northern Metropolitan
Fairfield,2,400000,10/9/2016,2,1,68,1970,Northern Metropolitan
Fairfield,2,610000,10/12/2016,2,1,,,Northern Metropolitan
Fairfield,2,445000,10/12/2016,2,1,56,1970,Northern Metropolitan
Fairfield,2,730000,11/2/2017,2,1,,1985,Northern Metropolitan
Fairfield,4,1730000,15/10/2016,4,2,226,2007,Northern Metropolitan
Fairfield,2,438000,15/10/2016,2,1,,,Northern Metropolitan
Fairfield,3,1700000,18/03/2017,3,2,,,Northern Metropolitan
Fairfield,2,510000,18/03/2017,2,1,68,1970,Northern Metropolitan
Fairfield,1,300000,18/03/2017,1,1,,,Northern Metropolitan
Fairfield,3,750000,18/06/2016,3,2,,,Northern Metropolitan
Fairfield,3,2350000,18/06/2016,3,2,,1950,Northern Metropolitan
Fairfield,3,1350000,19/11/2016,3,1,109,1930,Northern Metropolitan
Fairfield,4,2000000,22/05/2016,4,3,280,2015,Northern Metropolitan
Fairfield,2,1010000,22/08/2016,2,1,,,Northern Metropolitan
Fairfield,3,1065000,23/04/2016,3,1,,1930,Northern Metropolitan
Fairfield,2,805000,24/09/2016,2,1,2,2008,Northern Metropolitan
Fairfield,3,1055000,27/06/2016,3,1,140,1950,Northern Metropolitan
Fairfield,2,548000,27/06/2016,2,1,68,2014,Northern Metropolitan
Fairfield,3,1500000,27/11/2016,3,1,126,1910,Northern Metropolitan
Fairfield,2,600000,27/11/2016,2,1,75,1970,Northern Metropolitan
Fairfield,3,1510000,28/05/2016,1,1,,,Northern Metropolitan
Fairfield,2,545000,28/08/2016,2,1,77,2002,Northern Metropolitan
Fairfield,3,1145000,28/08/2016,3,1,,,Northern Metropolitan
Fairfield,3,1375000,28/08/2016,3,1,122,1910,Northern Metropolitan
Fitzroy,2,1000000,3/9/2016,2,1,,,Northern Metropolitan
Fitzroy,3,1252000,3/9/2016,3,2,137,2004,Northern Metropolitan
Fitzroy,2,810000,6/8/2016,2,1,71,1965,Northern Metropolitan
Fitzroy,2,692000,7/5/2016,2,1,,,Northern Metropolitan
Fitzroy,4,1780000,7/11/2016,4,1,,1902,Northern Metropolitan
Fitzroy,1,947500,7/11/2016,1,1,66,1980,Northern Metropolitan
Fitzroy,2,1460000,12/11/2016,2,1,105,1890,Northern Metropolitan
Fitzroy,3,1520000,12/11/2016,3,2,,,Northern Metropolitan
Fitzroy,2,880000,13/08/2016,2,2,105,2000,Northern Metropolitan
Fitzroy,4,3310000,13/08/2016,4,4,291,1854,Northern Metropolitan
Fitzroy,3,1481000,13/08/2016,3,2,,1900,Northern Metropolitan
Fitzroy,3,2200000,16/04/2016,3,2,,,Northern Metropolitan
Fitzroy,3,1250000,17/09/2016,3,1,105,1890,Northern Metropolitan
Fitzroy,2,1440000,17/09/2016,3,1,,,Northern Metropolitan
Fitzroy,2,1315000,18/03/2017,2,1,,,Northern Metropolitan
Fitzroy,4,1950000,18/06/2016,4,1,152,1890,Northern Metropolitan
Fitzroy,1,597000,18/06/2016,1,1,,2000,Northern Metropolitan
Fitzroy,2,650000,18/06/2016,2,1,,,Northern Metropolitan
Fitzroy,1,465000,19/11/2016,1,1,52,2011,Northern Metropolitan
Fitzroy,4,1620000,22/05/2016,3,2,165,1880,Northern Metropolitan
Fitzroy,3,1600000,22/05/2016,3,2,,,Northern Metropolitan
Fitzroy,3,850000,22/05/2016,3,2,115,2000,Northern Metropolitan
Fitzroy,2,790000,22/08/2016,2,1,,,Northern Metropolitan
Fitzroy,2,1122000,22/08/2016,2,1,101,1890,Northern Metropolitan
Fitzroy,2,660000,23/04/2016,2,2,,,Northern Metropolitan
Fitzroy,2,1300000,24/09/2016,2,1,110,1900,Northern Metropolitan
Fitzroy,1,420000,25/02/2017,1,1,42,1975,Northern Metropolitan
Fitzroy,2,715000,26/07/2016,2,1,74,1900,Northern Metropolitan
Fitzroy,1,458000,27/06/2016,1,1,62,,Northern Metropolitan
Fitzroy,2,800000,27/06/2016,2,2,138,1995,Northern Metropolitan
Fitzroy,2,710000,27/06/2016,2,1,90,2002,Northern Metropolitan
Fitzroy,2,630000,27/06/2016,2,1,70,2007,Northern Metropolitan
Fitzroy,4,4011000,27/11/2016,4,3,275,1890,Northern Metropolitan
Fitzroy,2,677000,27/11/2016,2,1,,1850,Northern Metropolitan
Fitzroy North,2,700000,3/9/2016,2,2,85,2010,Northern Metropolitan
Fitzroy North,2,860000,3/9/2016,2,1,70,1880,Northern Metropolitan
Fitzroy North,2,870000,3/9/2016,2,1,64,1910,Northern Metropolitan
Fitzroy North,2,1116000,3/9/2016,3,1,,,Northern Metropolitan
Fitzroy North,4,1450000,3/9/2016,4,2,175,1950,Northern Metropolitan
Fitzroy North,2,930000,3/9/2016,2,3,3558,,Northern Metropolitan
Fitzroy North,2,700000,4/3/2017,2,2,,2011,Northern Metropolitan
Fitzroy North,3,2170000,4/3/2017,3,2,,,Northern Metropolitan
Fitzroy North,1,358500,4/3/2017,1,1,40,1975,Northern Metropolitan
Fitzroy North,3,1000000,4/3/2017,3,1,,,Northern Metropolitan
Fitzroy North,2,770000,4/6/2016,2,2,151,1905,Northern Metropolitan
Fitzroy North,2,1008000,6/8/2016,2,1,77,1890,Northern Metropolitan
Fitzroy North,3,1015000,8/10/2016,3,2,145,2000,Northern Metropolitan
Fitzroy North,3,1371000,10/9/2016,2,1,128,1900,Northern Metropolitan
Fitzroy North,2,1054000,10/9/2016,2,2,,,Northern Metropolitan
Fitzroy North,2,1055000,10/12/2016,2,1,,,Northern Metropolitan
Fitzroy North,2,720000,10/12/2016,2,2,,2011,Northern Metropolitan
Fitzroy North,3,1286000,10/12/2016,3,1,116,1915,Northern Metropolitan
Fitzroy North,3,1655000,10/12/2016,3,1,,1900,Northern Metropolitan
Fitzroy North,3,1181000,10/12/2016,2,1,,,Northern Metropolitan
Fitzroy North,3,1600000,10/12/2016,3,3,129,2000,Northern Metropolitan
Fitzroy North,5,2875000,11/3/2017,5,2,,,Northern Metropolitan
Fitzroy North,2,990000,12/6/2016,2,1,,,Northern Metropolitan
Fitzroy North,4,1950000,14/05/2016,4,2,216,1890,Northern Metropolitan
Fitzroy North,4,3400000,14/05/2016,3,2,175,1890,Northern Metropolitan
Fitzroy North,4,1785000,14/05/2016,4,2,165,1900,Northern Metropolitan
Fitzroy North,2,1315000,15/10/2016,2,1,,,Northern Metropolitan
Fitzroy North,2,1210000,15/10/2016,2,1,118,1885,Northern Metropolitan
Fitzroy North,3,1275000,16/04/2016,3,2,110,1890,Northern Metropolitan
Fitzroy North,3,1141000,16/04/2016,2,1,,,Northern Metropolitan
Fitzroy North,2,1255000,18/03/2017,2,1,,,Northern Metropolitan
Fitzroy North,3,1700000,18/03/2017,3,2,,,Northern Metropolitan
Fitzroy North,2,1290000,18/03/2017,2,1,92,1890,Northern Metropolitan
Fitzroy North,2,750000,18/03/2017,2,2,95,2002,Northern Metropolitan
Fitzroy North,3,674000,18/03/2017,3,1,,,Northern Metropolitan
Fitzroy North,2,675000,18/03/2017,2,1,92,2010,Northern Metropolitan
Fitzroy North,4,1700000,18/03/2017,4,3,209,2008,Northern Metropolitan
Fitzroy North,2,875000,18/06/2016,2,1,,,Northern Metropolitan
Fitzroy North,3,1080000,19/11/2016,3,2,133,2016,Northern Metropolitan
Fitzroy North,3,1851000,19/11/2016,3,1,,,Northern Metropolitan
Fitzroy North,2,1222500,19/11/2016,2,1,105,1940,Northern Metropolitan
Fitzroy North,1,330000,19/11/2016,1,1,,1970,Northern Metropolitan
Fitzroy North,2,1232000,19/11/2016,2,1,,,Northern Metropolitan
Fitzroy North,1,899000,22/05/2016,2,1,,,Northern Metropolitan
Fitzroy North,3,2300000,23/04/2016,4,1,,,Northern Metropolitan
Fitzroy North,2,937500,23/04/2016,2,1,72,1890,Northern Metropolitan
Fitzroy North,3,1710000,24/09/2016,3,2,,1880,Northern Metropolitan
Fitzroy North,3,1600000,25/02/2017,3,1,,,Northern Metropolitan
Fitzroy North,3,1300000,26/07/2016,3,1,110,1890,Northern Metropolitan
Fitzroy North,4,2300000,27/11/2016,4,2,,,Northern Metropolitan
Fitzroy North,2,490000,27/11/2016,2,1,,2012,Northern Metropolitan
Fitzroy North,3,1300000,27/11/2016,3,2,135,1890,Northern Metropolitan
